platform,company,title,posted_at,days_old,location,workplace_type,employment_type,department,team,salary,job_url,apply_url,board_token,date_source,match_reason,platform_job_id,live_status,live_checked_at,live_check_source,live_check_http_status,live_check_final_url,live_check_reason
ashby,Openai,"Product Manager, Codex Security Controls & Partner Interfaces",2026-07-13T17:50:07Z,17,Remote - US,Remote,FullTime,Security Products,Security Products,$293K - $385K,https://jobs.ashbyhq.com/openai/97681dd5-65ad-4eb5-b692-e6d192871c38,https://jobs.ashbyhq.com/openai/97681dd5-65ad-4eb5-b692-e6d192871c38/application,openai,publishedAt,role=Product Manager | AI=AI; artificial intelligence | location=US Remote,97681dd5-65ad-4eb5-b692-e6d192871c38,listed,2026-07-31T13:50:23Z,ashby_public_board,,,job_present_in_current_board_response
ashby,Openai,"Product Manager, Codex Security Controls & Partner Interfaces",2026-07-13T17:50:07Z,17,Remote - US,Remote,FullTime,Security Products,Security Products,$293K - $385K,https://jobs.ashbyhq.com/OpenAI/97681dd5-65ad-4eb5-b692-e6d192871c38,https://jobs.ashbyhq.com/OpenAI/97681dd5-65ad-4eb5-b692-e6d192871c38/application,OpenAI,publishedAt,role=Product Manager | AI=AI; artificial intelligence | location=US Remote,97681dd5-65ad-4eb5-b692-e6d192871c38,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/OpenAI,job_present_in_current_board_response
greenhouse,OKX,"Senior/Staff Product Manager, User Center",2026-07-13T13:19:05Z,18,"Hong Kong, Hong Kong SAR | Greater China (Remote) | Hong Kong | Singapore",,,Product Management,,,https://job-boards.greenhouse.io/okx/jobs/7802628003,https://job-boards.greenhouse.io/okx/jobs/7802628003,OKX,first_published,role=Product Manager | AI=AI | location=Singapore; Hong Kong,7802628003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7802628003,job_present_and_deadline_open
greenhouse,OKX,"Senior/Staff Product Manager, User Center",2026-07-13T13:19:01Z,18,"Singapore, Singapore | Greater China (Remote) | Hong Kong | Singapore",,,Product Management,,,https://job-boards.greenhouse.io/okx/jobs/7802627003,https://job-boards.greenhouse.io/okx/jobs/7802627003,OKX,first_published,role=Product Manager | AI=AI | location=Singapore; Hong Kong,7802627003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7802627003,job_present_and_deadline_open
greenhouse,NMI,"Senior Product Manager, Market Expansion – Merchant Central",2026-07-09T19:14:42Z,21,"Canada, Remote | Canada - Remote | US - Remote",,,Product,,,https://job-boards.greenhouse.io/nmi/jobs/5317552008,https://job-boards.greenhouse.io/nmi/jobs/5317552008,nmi,first_published,role=Product Manager | AI=AI | location=US Remote,5317552008,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/nmi/jobs/5317552008,job_present_and_deadline_open
greenhouse,Zscaler,Principal Field Product Manager,2026-07-09T05:52:25Z,22,"Singapore, SGP | Office - Singapore, Singapore",,,Product Management,,,https://job-boards.greenhouse.io/zscaler/jobs/5179034007,https://job-boards.greenhouse.io/zscaler/jobs/5179034007,zscaler,first_published,role=Product Manager | AI=AI; ML; AI/ML | location=Singapore,5179034007,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/zscaler/jobs/5179034007,job_present_and_deadline_open
ashby,Weave,"Senior Product Manager, Messaging",2026-07-08T16:28:42Z,22,US Remote,Remote,FullTime,Product Management,Product Management,,https://jobs.ashbyhq.com/Weave/a0e04228-7490-4716-9a92-f637e2110f7c,https://jobs.ashbyhq.com/Weave/a0e04228-7490-4716-9a92-f637e2110f7c/application,Weave,publishedAt,role=Product Manager | AI=AI; artificial intelligence; generative AI | location=US Remote,a0e04228-7490-4716-9a92-f637e2110f7c,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/Weave,job_present_in_current_board_response
lever,Kitmanlabs,Senior Product Manager – Reporting & Visualisation,2026-07-08T09:53:04Z,23,"Dublin, Ireland",remote,Full-time,Product & Design,Product Management,,https://jobs.lever.co/kitmanlabs/79421225-0c72-4002-97c0-23ab7d7a5062,https://jobs.lever.co/kitmanlabs/79421225-0c72-4002-97c0-23ab7d7a5062/apply,kitmanlabs,createdAt,role=Product Manager | AI=AI | location=Ireland,79421225-0c72-4002-97c0-23ab7d7a5062,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/kitmanlabs/79421225-0c72-4002-97c0-23ab7d7a5062?mode=json,posting_present
greenhouse,YipitData,Technical Product Manager,2026-07-08T03:21:05Z,23,US Remote | New York City HQ,,,Engineering - Data Engineering,,,https://job-boards.greenhouse.io/yipitdata/jobs/8050061,https://job-boards.greenhouse.io/yipitdata/jobs/8050061,yipitdata,first_published,role=Product Manager | AI=AI | location=US Remote,8050061,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/yipitdata/jobs/8050061,job_present_and_deadline_open
greenhouse,Re-Leased,Product Manager,2026-07-07T00:09:46Z,24,New Zealand | Re-Leased Napier,,,Product,,,https://job-boards.greenhouse.io/released/jobs/7796516003,https://job-boards.greenhouse.io/released/jobs/7796516003,released,first_published,role=Product Manager | AI=AI | location=New Zealand,7796516003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/released/jobs/7796516003,job_present_and_deadline_open
greenhouse,Overstory,"Staff Product Manager, Machine Learning",2026-07-06T19:59:23Z,24,Remote: United States | Canada | United Kingdom | The Netherlands | Denmark | Estonia | France | Ireland | Portugal | Sweden | Switzerland | HQ,,,Product & Design,,,https://job-boards.eu.greenhouse.io/overstory/jobs/4908204101,https://job-boards.eu.greenhouse.io/overstory/jobs/4908204101,overstory,first_published,role=Product Manager | AI=AI; machine learning; ML; machine-learning | location=Ireland; France,4908204101,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/overstory/jobs/4908204101,job_present_and_deadline_open
greenhouse,OKX,"Product Manager, R&D Efficiency Platform",2026-07-06T10:08:05Z,25,"Hong Kong, Hong Kong SAR; Singapore, Singapore | Hong Kong | Singapore",,,Engineering,,,https://job-boards.greenhouse.io/okx/jobs/7795777003,https://job-boards.greenhouse.io/okx/jobs/7795777003,OKX,first_published,role=Product Manager | AI=AI; LLM | location=Singapore; Hong Kong,7795777003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7795777003,job_present_and_deadline_open
lever,Kitmanlabs,Product Manager,2026-07-06T09:47:00Z,25,"Dublin, Ireland",remote,Full-time,Product & Design,Product Management,,https://jobs.lever.co/kitmanlabs/83fa3066-b1b3-4591-9c1f-bb3b41fa23aa,https://jobs.lever.co/kitmanlabs/83fa3066-b1b3-4591-9c1f-bb3b41fa23aa/apply,kitmanlabs,createdAt,role=Product Manager | AI=AI; ML; AI/ML | location=Ireland,83fa3066-b1b3-4591-9c1f-bb3b41fa23aa,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/kitmanlabs/83fa3066-b1b3-4591-9c1f-bb3b41fa23aa?mode=json,posting_present
lever,Shopback 2,Senior / Product Manager - Deal Discovery & Checkout,2026-07-06T02:30:47Z,25,"Hong Kong, Hong Kong",onsite,Full-time,7. Product,Product Management,,https://jobs.lever.co/shopback-2/487d743e-b435-4d20-b613-6391c80bc344,https://jobs.lever.co/shopback-2/487d743e-b435-4d20-b613-6391c80bc344/apply,shopback-2,createdAt,role=Product Manager | AI=AI | location=Hong Kong,487d743e-b435-4d20-b613-6391c80bc344,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/shopback-2/487d743e-b435-4d20-b613-6391c80bc344?mode=json,posting_present
lever,Shopback 2,Senior / Product Manager - Deal Discovery & Checkout,2026-07-06T02:28:38Z,25,"Singapore, Singapore",onsite,Full-time,7. Product,Product Management,,https://jobs.lever.co/shopback-2/06a2eba0-a069-4a73-be9a-2ca72dd7f49c,https://jobs.lever.co/shopback-2/06a2eba0-a069-4a73-be9a-2ca72dd7f49c/apply,shopback-2,createdAt,role=Product Manager | AI=AI | location=Singapore,06a2eba0-a069-4a73-be9a-2ca72dd7f49c,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/shopback-2/06a2eba0-a069-4a73-be9a-2ca72dd7f49c?mode=json,posting_present
ashby,Commonroom,Integrations Product Manager,2026-07-02T17:27:40Z,28,Remote - US | Remote - Canada,Remote,FullTime,Product,Product,,https://jobs.ashbyhq.com/commonroom/ff0cfae6-aeec-4fe1-8185-58ef7e1d8d7c,https://jobs.ashbyhq.com/commonroom/ff0cfae6-aeec-4fe1-8185-58ef7e1d8d7c/application,commonroom,publishedAt,role=Product Manager | AI=AI; LLM | location=US Remote,ff0cfae6-aeec-4fe1-8185-58ef7e1d8d7c,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/commonroom,job_present_in_current_board_response
smartrecruiters,SEEK,Senior Product Manager - SEEK Pass,2026-07-02T06:51:00Z,29,"Cremorne, Victoria, Australia",Hybrid,Full-time,,Product Management,,https://jobs.smartrecruiters.com/SEEK/744000135419350-senior-product-manager-seek-pass,https://jobs.smartrecruiters.com/SEEK/744000135419350-senior-product-manager-seek-pass?oga=true,SEEK,releasedDate,role=Product Manager | AI=AI | location=Australia,744000135419350,live,2026-07-31T14:12:03Z,smartrecruiters_posting_api,200,https://api.smartrecruiters.com/v1/companies/SEEK/postings/744000135419350,active_public_posting_present
lever,Findem,Principal Product Manager,2026-07-01T18:54:30Z,29,US (Remote) | San Francisco Bay Area,remote,Full Time,,Product,USD 190000 - 210000 per-year-salary,https://jobs.lever.co/findem/d1f48556-a8c9-46b7-b089-4317ec2dd280,https://jobs.lever.co/findem/d1f48556-a8c9-46b7-b089-4317ec2dd280/apply,findem,createdAt,role=Product Manager | AI=AI; machine learning; ML; AI/ML; machine-learning | location=US Remote,d1f48556-a8c9-46b7-b089-4317ec2dd280,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/findem/d1f48556-a8c9-46b7-b089-4317ec2dd280?mode=json,posting_present
greenhouse,Samsara,Senior Product Manager,2026-06-30T21:10:05Z,30,London - UK2; Remote - UK | Remote - NYC | Remote - UK,,,Telematics,,,https://www.samsara.com/company/careers/roles/8039663?gh_jid=8039663,https://www.samsara.com/company/careers/roles/8039663?gh_jid=8039663,samsara,first_published,role=Product Manager | AI=AI; ML | location=UK,8039663,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/samsara/jobs/8039663,job_present_and_deadline_open
greenhouse,Samsara,Senior Product Manager,2026-06-30T21:10:04Z,30,Remote - Canada | Remote - NYC | Remote - UK,,,Telematics,,,https://www.samsara.com/company/careers/roles/8039658?gh_jid=8039658,https://www.samsara.com/company/careers/roles/8039658?gh_jid=8039658,samsara,first_published,role=Product Manager | AI=AI; ML | location=UK,8039658,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/samsara/jobs/8039658,job_present_and_deadline_open
greenhouse,Samsara,Senior Product Manager,2026-06-30T21:10:04Z,30,Remote - US | Remote - NYC | Remote - UK,,,Telematics,,,https://www.samsara.com/company/careers/roles/8035756?gh_jid=8035756,https://www.samsara.com/company/careers/roles/8035756?gh_jid=8035756,samsara,first_published,role=Product Manager | AI=AI; ML | location=US Remote; UK,8035756,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/samsara/jobs/8035756,job_present_and_deadline_open
ashby,Hims And Hers,"Lead Product Manager, Consumer Apps",2026-06-29T15:06:19Z,31,US Remote,Remote,FullTime,PRODUCT MANAGEMENT,PRODUCT MANAGEMENT,$200K - $235K,https://jobs.ashbyhq.com/hims-and-hers/e809a108-e72b-45c1-b2c4-aad645a00772,https://jobs.ashbyhq.com/hims-and-hers/e809a108-e72b-45c1-b2c4-aad645a00772/application,hims-and-hers,publishedAt,role=Product Manager | AI=AI | location=US Remote,e809a108-e72b-45c1-b2c4-aad645a00772,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/hims-and-hers,job_present_in_current_board_response
lever,Gohighlevel,Staff Product Manager – Voice AI,2026-06-29T07:16:00Z,32,India,remote,EE Full-Time,Product,Product Management,,https://jobs.lever.co/gohighlevel/b3553b34-22d5-414c-81a0-ef7f2d627259,https://jobs.lever.co/gohighlevel/b3553b34-22d5-414c-81a0-ef7f2d627259/apply,gohighlevel,createdAt,role=Product Manager | AI=AI; LLM | location=India Remote,b3553b34-22d5-414c-81a0-ef7f2d627259,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/gohighlevel/b3553b34-22d5-414c-81a0-ef7f2d627259?mode=json,posting_present
greenhouse,Catapult Sports,Senior Product Manager,2026-06-29T00:29:15Z,32,"Melbourne, Australia | Melbourne",,,On-Field Monitoring,,,https://job-boards.greenhouse.io/catapultsports/jobs/8029733,https://job-boards.greenhouse.io/catapultsports/jobs/8029733,catapultsports,first_published,role=Product Manager | AI=AI | location=Australia,8029733,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/catapultsports/jobs/8029733,job_present_and_deadline_open
greenhouse,YipitData,AI Product Manager,2026-06-27T01:25:56Z,34,US Remote | New York City HQ,,,Investor - Product,,,https://job-boards.greenhouse.io/yipitdata/jobs/8031925,https://job-boards.greenhouse.io/yipitdata/jobs/8031925,yipitdata,first_published,role=Product Manager | AI=AI; ML; LLMs; AI/ML | location=US Remote,8031925,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/yipitdata/jobs/8031925,job_present_and_deadline_open
ashby,Kestra,"Product Manager, AI",2026-06-26T14:41:42Z,34,Europe,Remote,FullTime,Products,Products,,https://jobs.ashbyhq.com/kestra/51b67438-6b1a-494a-acea-b3f25bc62070,https://jobs.ashbyhq.com/kestra/51b67438-6b1a-494a-acea-b3f25bc62070/application,kestra,publishedAt,role=Product Manager | AI=AI; LLM | location=Europe Remote,51b67438-6b1a-494a-acea-b3f25bc62070,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/kestra,job_present_in_current_board_response
greenhouse,Samsara,Senior Business Technology Product Manager- Supply Chain Planning,2026-06-25T20:46:04Z,35,Remote - US | Remote - Dallas,,,Business Systems,,,https://www.samsara.com/company/careers/roles/8017174?gh_jid=8017174,https://www.samsara.com/company/careers/roles/8017174?gh_jid=8017174,samsara,first_published,role=Product Manager | AI=AI; ML; large language models; LLM; LLMs; AI/ML | location=US Remote,8017174,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/samsara/jobs/8017174,job_present_and_deadline_open
greenhouse,Datadog,Product Manager II - Application Performance Monitoring,2026-06-25T15:28:06Z,35,"Paris, France | Paris",,,Product Management,,,https://careers.datadoghq.com/detail/8028422/?gh_jid=8028422,https://careers.datadoghq.com/detail/8028422/?gh_jid=8028422,datadog,first_published,role=Product Manager | AI=AI; ML | location=France,8028422,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/datadog/jobs/8028422,job_present_and_deadline_open
greenhouse,SE Ranking,Senior Product Manager — SEO Projects & Local Marketing,2026-06-24T09:06:12Z,37,Europe - Remote,,,Product Management,,,https://seranking.com/careers.html/?gh_jid=5276363008,https://seranking.com/careers.html/?gh_jid=5276363008,seranking,first_published,role=Product Manager | AI=AI; ML | location=Europe Remote,5276363008,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/seranking/jobs/5276363008,job_present_and_deadline_open
greenhouse,NMI,"Senior Product Manager, Market Expansion – Merchant Central",2026-06-24T04:43:19Z,37,"US, Remote | Canada - Remote | US - Remote",,,Product,,,https://job-boards.greenhouse.io/nmi/jobs/5265196008,https://job-boards.greenhouse.io/nmi/jobs/5265196008,nmi,first_published,role=Product Manager | AI=AI | location=US Remote,5265196008,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/nmi/jobs/5265196008,job_present_and_deadline_open
ashby,Airwallex,"Staff Product Manager, Lending",2026-06-24T03:33:26Z,37,SG - Singapore | US - San Francisco,OnSite,FullTime,Product,Lending,$190K - $270K,https://jobs.ashbyhq.com/Airwallex/162fc14c-66ef-4eb6-8894-b1030f567ce5,https://jobs.ashbyhq.com/Airwallex/162fc14c-66ef-4eb6-8894-b1030f567ce5/application,Airwallex,publishedAt,role=Product Manager | AI=AI | location=Singapore,162fc14c-66ef-4eb6-8894-b1030f567ce5,listed,2026-07-31T13:50:23Z,ashby_public_board,,,job_present_in_current_board_response
ashby,Airwallex,"Staff Product Manager, Lending",2026-06-24T03:33:26Z,37,SG - Singapore | US - San Francisco,OnSite,FullTime,Product,Lending,$190K - $270K,https://jobs.ashbyhq.com/airwallex/162fc14c-66ef-4eb6-8894-b1030f567ce5,https://jobs.ashbyhq.com/airwallex/162fc14c-66ef-4eb6-8894-b1030f567ce5/application,airwallex,publishedAt,role=Product Manager | AI=AI | location=Singapore,162fc14c-66ef-4eb6-8894-b1030f567ce5,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/airwallex,job_present_in_current_board_response
greenhouse,OKX,"Product Manager / Director, Financial Products",2026-06-24T02:56:36Z,37,"Hong Kong, Hong Kong SAR | Hong Kong | Singapore",,,Product Management,,,https://job-boards.greenhouse.io/okx/jobs/7782668003,https://job-boards.greenhouse.io/okx/jobs/7782668003,OKX,first_published,role=Product Manager | AI=AI | location=Singapore; Hong Kong,7782668003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7782668003,job_present_and_deadline_open
greenhouse,OKX,"Product Manager / Director, Financial Products",2026-06-24T02:56:17Z,37,"Singapore, Singapore | Hong Kong | Singapore",,,Product Management,,,https://job-boards.greenhouse.io/okx/jobs/7782667003,https://job-boards.greenhouse.io/okx/jobs/7782667003,OKX,first_published,role=Product Manager | AI=AI | location=Singapore; Hong Kong,7782667003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7782667003,job_present_and_deadline_open
greenhouse,OKX,"Product Manager / Director, Core Trading",2026-06-24T02:55:45Z,37,"Hong Kong, Hong Kong SAR | Hong Kong | Singapore",,,Product Management,,,https://job-boards.greenhouse.io/okx/jobs/7782666003,https://job-boards.greenhouse.io/okx/jobs/7782666003,OKX,first_published,role=Product Manager | AI=AI | location=Singapore; Hong Kong,7782666003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7782666003,job_present_and_deadline_open
greenhouse,OKX,"Product Manager / Director, Core Trading",2026-06-24T02:55:02Z,37,"Singapore, Singapore | Hong Kong | Singapore",,,Product Management,,,https://job-boards.greenhouse.io/okx/jobs/7782665003,https://job-boards.greenhouse.io/okx/jobs/7782665003,OKX,first_published,role=Product Manager | AI=AI | location=Singapore; Hong Kong,7782665003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7782665003,job_present_and_deadline_open
ashby,Airwallex,"Senior Product Manager, Liquidity Platform",2026-06-23T23:39:47Z,37,SG - Singapore,OnSite,FullTime,Product,Product,,https://jobs.ashbyhq.com/Airwallex/879ff772-adc3-4873-a011-09bc1f747b8d,https://jobs.ashbyhq.com/Airwallex/879ff772-adc3-4873-a011-09bc1f747b8d/application,Airwallex,publishedAt,role=Product Manager | AI=AI | location=Singapore,879ff772-adc3-4873-a011-09bc1f747b8d,listed,2026-07-31T13:50:23Z,ashby_public_board,,,job_present_in_current_board_response
ashby,Airwallex,"Senior Product Manager, Liquidity Platform",2026-06-23T23:39:47Z,37,SG - Singapore,OnSite,FullTime,Product,Product,,https://jobs.ashbyhq.com/airwallex/879ff772-adc3-4873-a011-09bc1f747b8d,https://jobs.ashbyhq.com/airwallex/879ff772-adc3-4873-a011-09bc1f747b8d/application,airwallex,publishedAt,role=Product Manager | AI=AI | location=Singapore,879ff772-adc3-4873-a011-09bc1f747b8d,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/airwallex,job_present_in_current_board_response
greenhouse,YipitData,AI Product Manager,2026-06-23T20:14:04Z,37,US Remote | New York City HQ,,,Investor - Product,,,https://job-boards.greenhouse.io/yipitdata/jobs/7246074,https://job-boards.greenhouse.io/yipitdata/jobs/7246074,yipitdata,first_published,role=Product Manager | AI=AI | location=US Remote,7246074,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/yipitdata/jobs/7246074,job_present_and_deadline_open
greenhouse,Flexport,Staff Product Manager,2026-06-23T09:00:50Z,38,"Hong Kong; Shanghai, China; Shenzhen, China | Shanghai | Shenzhen",,,Product Management,,,https://job-boards.greenhouse.io/flexport/jobs/8022960,https://job-boards.greenhouse.io/flexport/jobs/8022960,flexport,first_published,role=Product Manager | AI=AI | location=Hong Kong,8022960,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/flexport/jobs/8022960,job_present_and_deadline_open
lever,Shopback 2,"Staff Product Manager, Monetization (AI-Native)",2026-06-23T07:56:02Z,38,"Singapore, Singapore",onsite,Full-time,7. Product,Product Management,,https://jobs.lever.co/shopback-2/521051f9-40d0-4826-a40c-d10f72d1c64d,https://jobs.lever.co/shopback-2/521051f9-40d0-4826-a40c-d10f72d1c64d/apply,shopback-2,createdAt,role=Product Manager | AI=AI; ML; LLMs | location=Singapore,521051f9-40d0-4826-a40c-d10f72d1c64d,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/shopback-2/521051f9-40d0-4826-a40c-d10f72d1c64d?mode=json,posting_present
lever,Gohighlevel,Staff Product Manager - Agency Revenue Growth,2026-06-23T06:21:26Z,38,India,remote,Employee India,Product,Product Management,,https://jobs.lever.co/gohighlevel/d8a55b0e-511f-432e-bd59-8c9746d01a3b,https://jobs.lever.co/gohighlevel/d8a55b0e-511f-432e-bd59-8c9746d01a3b/apply,gohighlevel,createdAt,role=Product Manager | AI=AI | location=India Remote,d8a55b0e-511f-432e-bd59-8c9746d01a3b,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/gohighlevel/d8a55b0e-511f-432e-bd59-8c9746d01a3b?mode=json,posting_present
greenhouse,OKX,"Junior Product Manager, DevOps and AI",2026-06-23T05:26:00Z,38,"Hong Kong, Hong Kong SAR; Singapore, Singapore | Hong Kong",,,Engineering,,,https://job-boards.greenhouse.io/okx/jobs/7780897003,https://job-boards.greenhouse.io/okx/jobs/7780897003,OKX,first_published,role=Product Manager | AI=AI; artificial intelligence | location=Singapore; Hong Kong,7780897003,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/OKX/jobs/7780897003,job_present_and_deadline_open
ashby,Airwallex,"Senior Product Manager, Lending",2026-06-23T05:24:19Z,38,SG - Singapore | US - San Francisco,OnSite,FullTime,Product,Lending,,https://jobs.ashbyhq.com/Airwallex/eaa99618-2214-486a-92d2-e58017d296f5,https://jobs.ashbyhq.com/Airwallex/eaa99618-2214-486a-92d2-e58017d296f5/application,Airwallex,publishedAt,role=Product Manager | AI=AI | location=Singapore,eaa99618-2214-486a-92d2-e58017d296f5,listed,2026-07-31T13:50:23Z,ashby_public_board,,,job_present_in_current_board_response
ashby,Airwallex,"Senior Product Manager, Lending",2026-06-23T05:24:19Z,38,SG - Singapore | US - San Francisco,OnSite,FullTime,Product,Lending,,https://jobs.ashbyhq.com/airwallex/eaa99618-2214-486a-92d2-e58017d296f5,https://jobs.ashbyhq.com/airwallex/eaa99618-2214-486a-92d2-e58017d296f5/application,airwallex,publishedAt,role=Product Manager | AI=AI | location=Singapore,eaa99618-2214-486a-92d2-e58017d296f5,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/airwallex,job_present_in_current_board_response
lever,Gohighlevel,Sr. Product Manager - Funnels & Websites,2026-06-21T07:18:19Z,40,India,remote,EE Full-Time,Product,Product Management,,https://jobs.lever.co/gohighlevel/706f4f77-7b8a-436b-aa03-ced359c4b6e2,https://jobs.lever.co/gohighlevel/706f4f77-7b8a-436b-aa03-ced359c4b6e2/apply,gohighlevel,createdAt,role=Product Manager | AI=AI; LLM | location=India Remote,706f4f77-7b8a-436b-aa03-ced359c4b6e2,live,2026-07-31T14:12:03Z,lever_posting_api,200,https://api.lever.co/v0/postings/gohighlevel/706f4f77-7b8a-436b-aa03-ced359c4b6e2?mode=json,posting_present
ashby,Decagon,Senior Agent Product Manager,2026-06-19T11:44:26Z,42,Australia,,FullTime,Deployment Strategists,Agent Product Manager,,https://jobs.ashbyhq.com/decagon/7d9e30a4-249b-4032-930c-4bd7bc8addb1,https://jobs.ashbyhq.com/decagon/7d9e30a4-249b-4032-930c-4bd7bc8addb1/application,decagon,publishedAt,role=Product Manager | AI=AI | location=Australia,7d9e30a4-249b-4032-930c-4bd7bc8addb1,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/decagon,job_present_in_current_board_response
greenhouse,Datadog,"Product Manager II, AI & Data Security",2026-06-19T11:26:14Z,42,"Paris, France | Paris",,,Product Management,,,https://careers.datadoghq.com/detail/8012549/?gh_jid=8012549,https://careers.datadoghq.com/detail/8012549/?gh_jid=8012549,datadog,first_published,role=Product Manager | AI=AI; generative AI; machine learning; machine-learning | location=France,8012549,live,2026-07-31T14:12:03Z,greenhouse_job_api,200,https://boards-api.greenhouse.io/v1/boards/datadog/jobs/8012549,job_present_and_deadline_open
ashby,Outmarket,Product Manager - Workflows,2026-06-19T06:23:25Z,42,Remote US,Remote,FullTime,Technology,Product,,https://jobs.ashbyhq.com/outmarket/9a27a29f-f67c-442c-88a9-0e8f9dafc854,https://jobs.ashbyhq.com/outmarket/9a27a29f-f67c-442c-88a9-0e8f9dafc854/application,outmarket,publishedAt,role=Product Manager | AI=AI | location=US Remote,9a27a29f-f67c-442c-88a9-0e8f9dafc854,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/outmarket,job_present_in_current_board_response
ashby,Instructure,"Product Manager, Canvas - US Remote",2026-06-18T18:42:28Z,42,US-REMOTE,Remote,FullTime,Research & Development,Product Management,$130K,https://jobs.ashbyhq.com/instructure/ddffa558-ca81-4803-be30-fa61e5770038,https://jobs.ashbyhq.com/instructure/ddffa558-ca81-4803-be30-fa61e5770038/application,instructure,publishedAt,role=Product Manager | AI=AI | location=US Remote,ddffa558-ca81-4803-be30-fa61e5770038,live,2026-07-31T14:12:03Z,ashby_board_api,200,https://api.ashbyhq.com/posting-api/job-board/instructure,job_present_in_current_board_response
